epoch,loss,accuracy,precision,recall,f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
14,0.754119336605072,0.7272727489471436,0.8662896752357483,0.8439666032791138,0.8549824536231079,1.4319454431533813,0.7800462245941162,0.8415777087211609,0.6919906735420227,0.7594886960781979
15,0.6743107438087463,0.7395994067192078,0.8721088171005249,0.8543629050254822,0.8631446584700682,1.7828677892684937,0.551232635974884,0.6296206116676331,0.9277907013893127,0.7501629710929447
16,0.6144208908081055,0.7426810264587402,0.8806900382041931,0.8664475083351135,0.8735107212698341,1.6048150062561035,0.6787365078926086,0.7033513784408569,0.8611360192298889,0.7742871013881868
17,0.5719565153121948,0.7459552884101868,0.8797751069068909,0.8758663535118103,0.8778163789925879,1.489471197128296,0.7654083371162415,0.7272023558616638,0.8416054248809814,0.7802325500829531
18,0.5111854076385498,0.7434514760971069,0.8870751857757568,0.883685827255249,0.8853772627826966,1.7580680847167969,0.5369799733161926,0.6269803047180176,0.9360329508781433,0.7509523321909887
19,0.48304134607315063,0.7447996735572815,0.8917273879051208,0.8917273879051208,0.8917273879051208,1.3053224086761475,0.7892912030220032,0.8013659715652466,0.7568536400794983,0.7784740329058046
20,0.44654181599617004,0.7410439252853394,0.8931761384010315,0.901945948600769,0.8975396216790932,1.4413622617721558,0.6760400533676147,0.7424458265304565,0.8408887386322021,0.7886069669802244
21,0.4296436309814453,0.7336286306381226,0.8939387202262878,0.9035898447036743,0.8987383735015589,1.3439503908157349,0.7869799733161926,0.7792162895202637,0.808815598487854,0.7937400934062293
22,0.40758928656578064,0.7283320426940918,0.8998551368713379,0.9106095433235168,0.9052003987788797,1.3689377307891846,0.7565485239028931,0.7661154270172119,0.8134742975234985,0.7890849112682735
23,0.37169772386550903,0.7198574542999268,0.9037805199623108,0.9176737070083618,0.9106741281718878,1.5169843435287476,0.7526964545249939,0.7671371102333069,0.8181329369544983,0.7918147928869669
24,0.36550137400627136,0.7208204865455627,0.9067822694778442,0.9201173186302185,0.9134011259342688,1.6096324920654297,0.6386748552322388,0.7122376561164856,0.8634653091430664,0.7805944666996953
25,0.3474457561969757,0.713501513004303,0.906727135181427,0.9234049916267395,0.9149900713782793,1.5728119611740112,0.5558551549911499,0.6764194965362549,0.9071850776672363,0.7749885084911653
26,0.3322584927082062,0.7084938287734985,0.9104841351509094,0.9290918707847595,0.9196938921987491,1.7372232675552368,0.7600154280662537,0.7836089134216309,0.7812219858169556,0.7824136291595257
27,0.3171176612377167,0.7030045986175537,0.9145284295082092,0.9326906204223633,0.9235202379966361,1.7842782735824585,0.6953004598617554,0.7387741804122925,0.8077405691146851,0.7717196064453707
28,0.29633015394210815,0.6921225190162659,0.9150099754333496,0.9365558624267578,0.9256575587519708,1.495964765548706,0.7688751816749573,0.8083643317222595,0.7792510390281677,0.793540749243482
29,0.2880055904388428,0.6888482570648193,0.915412962436676,0.9380664825439453,0.9266012850302567,1.520103931427002,0.7723420858383179,0.8357408046722412,0.725676417350769,0.7768293886020213
30,0.2864540219306946,0.6859591603279114,0.9210480451583862,0.9386440515518188,0.9297628035422797,1.6975598335266113,0.5755007863044739,0.70427006483078,0.8747536540031433,0.7803084972918649
31,0.27104705572128296,0.6812403798103333,0.9211636185646057,0.9411764740943909,0.931062516456723,2.01165771484375,0.5246533155441284,0.6942148804664612,0.8729618191719055,0.7733947104854884
32,0.2623382806777954,0.6743066310882568,0.9231470823287964,0.9440643191337585,0.9334885391728133,1.5785540342330933,0.7727272510528564,0.8423253893852234,0.7217344641685486,0.7773810729585453
